,id,firstname,surname,born,died,bornCountry,bornCountryCode,bornCity,diedCountry,diedCountryCode,diedCity,gender,prizes
221,226,Max F.,Perutz,1914-05-19,2002-02-06,Austria,AT,Vienna,United Kingdom,GB,Cambridge,male,"[{'year': '1962', 'category': 'chemistry', 'share': '2', 'motivation': '""for their studies of the structures of globular proteins""', 'affiliations': [{'name': 'MRC Laboratory of Molecular Biology', 'city': 'Cambridge', 'country': 'United Kingdom'}]}]"
222,227,John C.,Kendrew,1917-03-24,1997-08-23,United Kingdom,GB,Oxford,United Kingdom,GB,Cambridge,male,"[{'year': '1962', 'category': 'chemistry', 'share': '2', 'motivation': '""for their studies of the structures of globular proteins""', 'affiliations': [{'name': 'MRC Laboratory of Molecular Biology', 'city': 'Cambridge', 'country': 'United Kingdom'}]}]"
223,228,Karl,Ziegler,1898-11-26,1973-08-12,Germany,DE,Helsa,West Germany (now Germany),DE,Mülheim,male,"[{'year': '1963', 'category': 'chemistry', 'share': '2', 'motivation': '""for their discoveries in the field of the chemistry and technology of high polymers""', 'affiliations': [{'name': 'Max-Planck-Institut für Kohlenforschung', 'city': 'Mülheim an der Ruhr', 'country': 'Germany'}]}]"
224,229,Giulio,Natta,1903-02-26,1979-05-02,Italy,IT,Imperia,Italy,IT,Bergamo,male,"[{'year': '1963', 'category': 'chemistry', 'share': '2', 'motivation': '""for their discoveries in the field of the chemistry and technology of high polymers""', 'affiliations': [{'name': 'Institute of Technology', 'city': 'Milan', 'country': 'Italy'}]}]"
225,230,Dorothy Crowfoot,Hodgkin,1910-05-12,1994-07-29,Egypt,EG,Cairo,United Kingdom,GB,Shipston-on-Stour,female,"[{'year': '1964', 'category': 'chemistry', 'share': '1', 'motivation': '""for her determinations by X-ray techniques of the structures of important biochemical substances""', 'affiliations': [{'name': 'University of Oxford, Royal Society', 'city': 'Oxford', 'country': 'United Kingdom'}]}]"
226,231,Robert B.,Woodward,1917-04-10,1979-07-08,USA,US,"Boston, MA",USA,US,"Cambridge, MA",male,"[{'year': '1965', 'category': 'chemistry', 'share': '1', 'motivation': '""for his outstanding achievements in the art of organic synthesis""', 'affiliations': [{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
227,232,Robert S.,Mulliken,1896-06-07,1986-10-31,USA,US,"Newburyport, MA",USA,US,"Arlington, VA",male,"[{'year': '1966', 'category': 'chemistry', 'share': '1', 'motivation': '""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""', 'affiliations': [{'name': 'University of Chicago', 'city': 'Chicago, IL', 'country': 'USA'}]}]"
228,233,Manfred,Eigen,1927-05-09,2019-02-06,Germany,DE,Bochum,Germany,DE,Göttingen,male,"[{'year': '1967', 'category': 'chemistry', 'share': '2', 'motivation': '""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""', 'affiliations': [{'name': 'Max-Planck-Institut für Physikalische Chemie', 'city': 'Göttingen', 'country': 'Germany'}]}]"
229,234,Ronald G.W.,Norrish,1897-11-09,1978-06-07,United Kingdom,GB,Cambridge,United Kingdom,GB,Cambridge,male,"[{'year': '1967', 'category': 'chemistry', 'share': '4', 'motivation': '""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""', 'affiliations': [{'name': 'Institute of Physical Chemistry', 'city': 'Cambridge', 'country': 'United Kingdom'}]}]"
230,235,George,Porter,1920-12-06,2002-08-31,United Kingdom,GB,Stainforth,United Kingdom,GB,Canterbury,male,"[{'year': '1967', 'category': 'chemistry', 'share': '4', 'motivation': '""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""', 'affiliations': [{'name': 'Royal Institution of Great Britain', 'city': 'London', 'country': 'United Kingdom'}]}]"
231,236,Lars,Onsager,1903-11-27,1976-10-05,Norway,NO,Kristiania (now Oslo),USA,US,"Coral Gables, FL",male,"[{'year': '1968', 'category': 'chemistry', 'share': '1', 'motivation': '""for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes""', 'affiliations': [{'name': 'Yale University', 'city': 'New Haven, CT', 'country': 'USA'}]}]"
232,237,Derek,Barton,1918-09-08,1998-03-16,United Kingdom,GB,Gravesend,USA,US,"College Station, TX",male,"[{'year': '1969', 'category': 'chemistry', 'share': '2', 'motivation': '""for their contributions to the development of the concept of conformation and its application in chemistry""', 'affiliations': [{'name': 'Imperial College', 'city': 'London', 'country': 'United Kingdom'}]}]"
233,238,Odd,Hassel,1897-05-17,1981-05-11,Norway,NO,Kristiania (now Oslo),Norway,NO,Oslo,male,"[{'year': '1969', 'category': 'chemistry', 'share': '2', 'motivation': '""for their contributions to the development of the concept of conformation and its application in chemistry""', 'affiliations': [{'name': 'University of Oslo', 'city': 'Oslo', 'country': 'Norway'}]}]"
234,239,Luis,Leloir,1906-09-06,1987-12-02,France,FR,Paris,Argentina,AR,Buenos Aires,male,"[{'year': '1970', 'category': 'chemistry', 'share': '1', 'motivation': '""for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates""', 'affiliations': [{'name': 'Institute for Biochemical Research', 'city': 'Buenos Aires', 'country': 'Argentina'}]}]"
235,240,Gerhard,Herzberg,1904-12-25,1999-03-03,Germany,DE,Hamburg,Canada,CA,Ottawa,male,"[{'year': '1971', 'category': 'chemistry', 'share': '1', 'motivation': '""for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals""', 'affiliations': [{'name': 'National Research Council of Canada', 'city': 'Ottawa', 'country': 'Canada'}]}]"
236,241,Christian,Anfinsen,1916-03-26,1995-05-14,USA,US,"Monessen, PA",USA,US,"Randallstown, MD",male,"[{'year': '1972', 'category': 'chemistry', 'share': '2', 'motivation': '""for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation""', 'affiliations': [{'name': 'National Institutes of Health', 'city': 'Bethesda, MD', 'country': 'USA'}]}]"
237,242,Stanford,Moore,1913-09-04,1982-08-23,USA,US,"Chicago, IL",USA,US,"New York, NY",male,"[{'year': '1972', 'category': 'chemistry', 'share': '4', 'motivation': '""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""', 'affiliations': [{'name': 'Rockefeller University', 'city': 'New York, NY', 'country': 'USA'}]}]"
238,243,William H.,Stein,1911-06-25,1980-02-02,USA,US,"New York, NY",USA,US,"New York, NY",male,"[{'year': '1972', 'category': 'chemistry', 'share': '4', 'motivation': '""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""', 'affiliations': [{'name': 'Rockefeller University', 'city': 'New York, NY', 'country': 'USA'}]}]"
239,244,Ernst Otto,Fischer,1918-11-10,2007-07-23,Germany,DE,Munich,Germany,DE,Munich,male,"[{'year': '1973', 'category': 'chemistry', 'share': '2', 'motivation': '""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds""', 'affiliations': [{'name': 'Technical University', 'city': 'Munich', 'country': 'Germany'}]}]"
240,245,Geoffrey,Wilkinson,1921-07-14,1996-09-26,United Kingdom,GB,Todmorden,United Kingdom,GB,London,male,"[{'year': '1973', 'category': 'chemistry', 'share': '2', 'motivation': '""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds""', 'affiliations': [{'name': 'Imperial College', 'city': 'London', 'country': 'United Kingdom'}]}]"
241,246,Paul J.,Flory,1910-06-19,1985-09-08,USA,US,"Sterling, IL",USA,US,"Big Sur, CA",male,"[{'year': '1974', 'category': 'chemistry', 'share': '1', 'motivation': '""for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules""', 'affiliations': [{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]}]"
242,247,John,Cornforth,1917-09-07,2013-12-08,Australia,AU,Sydney,,,,male,"[{'year': '1975', 'category': 'chemistry', 'share': '2', 'motivation': '""for his work on the stereochemistry of enzyme-catalyzed reactions""', 'affiliations': [{'name': 'University of Sussex', 'city': 'Brighton', 'country': 'United Kingdom'}]}]"
243,248,Vladimir,Prelog,1906-07-23,1998-01-07,Austria-Hungary (now Bosnia and Herzegovina),BA,Sarajevo,Switzerland,CH,Zurich,male,"[{'year': '1975', 'category': 'chemistry', 'share': '2', 'motivation': '""for his research into the stereochemistry of organic molecules and reactions""', 'affiliations': [{'name': 'Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology)', 'city': 'Zurich', 'country': 'Switzerland'}]}]"
244,249,William,Lipscomb,1919-12-09,2011-04-14,USA,US,"Cleveland, OH",USA,US,"Cambridge, MA",male,"[{'year': '1976', 'category': 'chemistry', 'share': '1', 'motivation': '""for his studies on the structure of boranes illuminating problems of chemical bonding""', 'affiliations': [{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
245,250,Ilya,Prigogine,1917-01-25,2003-05-28,Russia,RU,Moscow,Belgium,BE,Brussels,male,"[{'year': '1977', 'category': 'chemistry', 'share': '1', 'motivation': '""for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures""', 'affiliations': [{'name': 'Université Libre de Bruxelles', 'city': 'Brussels', 'country': 'Belgium'}, {'name': 'University of Texas', 'city': 'Austin, TX', 'country': 'USA'}]}]"
246,251,Peter,Mitchell,1920-09-29,1992-04-10,United Kingdom,GB,Mitcham,United Kingdom,GB,Bodmin,male,"[{'year': '1978', 'category': 'chemistry', 'share': '1', 'motivation': '""for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory""', 'affiliations': [{'name': 'Glynn Research Laboratories', 'city': 'Bodmin', 'country': 'United Kingdom'}]}]"
247,252,Herbert C.,Brown,1912-05-22,2004-12-19,United Kingdom,GB,London,USA,US,"Lafayette, IN",male,"[{'year': '1979', 'category': 'chemistry', 'share': '2', 'motivation': '""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis""', 'affiliations': [{'name': 'Purdue University', 'city': 'West Lafayette, IN', 'country': 'USA'}]}]"
248,253,Georg,Wittig,1897-06-16,1987-08-26,Germany,DE,Berlin,West Germany (now Germany),DE,Heidelberg,male,"[{'year': '1979', 'category': 'chemistry', 'share': '2', 'motivation': '""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis""', 'affiliations': [{'name': 'University of Heidelberg', 'city': 'Heidelberg', 'country': 'Germany'}]}]"
249,254,Paul,Berg,1926-06-30,0000-00-00,USA,US,"New York, NY",,,,male,"[{'year': '1980', 'category': 'chemistry', 'share': '2', 'motivation': '""for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA""', 'affiliations': [{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]}]"
250,255,Walter,Gilbert,1932-03-21,0000-00-00,USA,US,"Boston, MA",,,,male,"[{'year': '1980', 'category': 'chemistry', 'share': '4', 'motivation': '""for their contributions concerning the determination of base sequences in nucleic acids""', 'affiliations': [{'name': 'Harvard University, Biological Laboratories', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
251,257,Kenichi,Fukui,1918-10-04,1998-01-09,Japan,JP,Nara,Japan,JP,Kyoto,male,"[{'year': '1981', 'category': 'chemistry', 'share': '2', 'motivation': '""for their theories, developed independently, concerning the course of chemical reactions""', 'affiliations': [{'name': 'Kyoto University', 'city': 'Kyoto', 'country': 'Japan'}]}]"
252,258,Roald,Hoffmann,1937-07-18,0000-00-00,Poland (now Ukraine),UA,Zloczov,,,,male,"[{'year': '1981', 'category': 'chemistry', 'share': '2', 'motivation': '""for their theories, developed independently, concerning the course of chemical reactions""', 'affiliations': [{'name': 'Cornell University', 'city': 'Ithaca, NY', 'country': 'USA'}]}]"
253,259,Aaron,Klug,1926-08-11,2018-11-20,Lithuania,LT,Zelvas,,,,male,"[{'year': '1982', 'category': 'chemistry', 'share': '1', 'motivation': '""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""', 'affiliations': [{'name': 'MRC Laboratory of Molecular Biology', 'city': 'Cambridge', 'country': 'United Kingdom'}]}]"
254,260,Henry,Taube,1915-11-30,2005-11-16,Canada,CA,Neudorf,USA,US,"Stanford, CA",male,"[{'year': '1983', 'category': 'chemistry', 'share': '1', 'motivation': '""for his work on the mechanisms of electron transfer reactions, especially in metal complexes""', 'affiliations': [{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]}]"
255,261,Bruce,Merrifield,1921-07-15,2006-05-14,USA,US,"Fort Worth, TX",USA,US,"Cresskill, NJ",male,"[{'year': '1984', 'category': 'chemistry', 'share': '1', 'motivation': '""for his development of methodology for chemical synthesis on a solid matrix""', 'affiliations': [{'name': 'Rockefeller University', 'city': 'New York, NY', 'country': 'USA'}]}]"
256,262,Herbert A.,Hauptman,1917-02-14,2011-10-23,USA,US,"New York, NY",USA,US,"Buffalo, NY",male,"[{'year': '1985', 'category': 'chemistry', 'share': '2', 'motivation': '""for their outstanding achievements in the development of direct methods for the determination of crystal structures""', 'affiliations': [{'name': 'The Medical Foundation of Buffalo', 'city': 'Buffalo, NY', 'country': 'USA'}]}]"
257,263,Jerome,Karle,1918-06-18,2013-06-06,USA,US,"New York, NY",USA,US,"Annandale, VA",male,"[{'year': '1985', 'category': 'chemistry', 'share': '2', 'motivation': '""for their outstanding achievements in the development of direct methods for the determination of crystal structures""', 'affiliations': [{'name': 'US Naval Research Laboratory', 'city': 'Washington, DC', 'country': 'USA'}]}]"
258,264,Dudley R.,Herschbach,1932-06-18,0000-00-00,USA,US,"San José, CA",,,,male,"[{'year': '1986', 'category': 'chemistry', 'share': '3', 'motivation': '""for their contributions concerning the dynamics of chemical elementary processes""', 'affiliations': [{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
259,265,Yuan T.,Lee,1936-11-19,0000-00-00,Taiwan,TW,Hsinchu,,,,male,"[{'year': '1986', 'category': 'chemistry', 'share': '3', 'motivation': '""for their contributions concerning the dynamics of chemical elementary processes""', 'affiliations': [{'name': 'University of California', 'city': 'Berkeley, CA', 'country': 'USA'}]}]"
260,266,John C.,Polanyi,1929-01-23,0000-00-00,Germany,DE,Berlin,,,,male,"[{'year': '1986', 'category': 'chemistry', 'share': '3', 'motivation': '""for their contributions concerning the dynamics of chemical elementary processes""', 'affiliations': [{'name': 'University of Toronto', 'city': 'Toronto', 'country': 'Canada'}]}]"
261,267,Donald J.,Cram,1919-04-22,2001-06-17,USA,US,"Chester, VT",USA,US,"Palm Desert, CA",male,"[{'year': '1987', 'category': 'chemistry', 'share': '3', 'motivation': '""for their development and use of molecules with structure-specific interactions of high selectivity""', 'affiliations': [{'name': 'University of California', 'city': 'Los Angeles, CA', 'country': 'USA'}]}]"
262,268,Jean-Marie,Lehn,1939-09-30,0000-00-00,France,FR,Rosheim,,,,male,"[{'year': '1987', 'category': 'chemistry', 'share': '3', 'motivation': '""for their development and use of molecules with structure-specific interactions of high selectivity""', 'affiliations': [{'name': 'Université Louis Pasteur', 'city': 'Strasbourg', 'country': 'France'}, {'name': 'Collège de France', 'city': 'Paris', 'country': 'France'}]}]"
263,269,Charles J.,Pedersen,1904-10-03,1989-10-26,Korea (now South Korea),KR,Pusan,USA,US,"Salem, NJ",male,"[{'year': '1987', 'category': 'chemistry', 'share': '3', 'motivation': '""for their development and use of molecules with structure-specific interactions of high selectivity""', 'affiliations': [{'name': 'Du Pont', 'city': 'Wilmington, DE', 'country': 'USA'}]}]"
264,270,Johann,Deisenhofer,1943-09-30,0000-00-00,Germany,DE,Zusamaltheim,,,,male,"[{'year': '1988', 'category': 'chemistry', 'share': '3', 'motivation': '""for the determination of the three-dimensional structure of a photosynthetic reaction centre""', 'affiliations': [{'name': 'University of Texas Southwestern Medical Center at Dallas', 'city': 'Dallas, TX', 'country': 'USA'}, {'name': 'Howard Hughes Medical Institute'}]}]"
265,271,Robert,Huber,1937-02-20,0000-00-00,Germany,DE,Munich,,,,male,"[{'year': '1988', 'category': 'chemistry', 'share': '3', 'motivation': '""for the determination of the three-dimensional structure of a photosynthetic reaction centre""', 'affiliations': [{'name': 'Max-Planck-Institut für Biochemie', 'city': 'Martinsried', 'country': 'Germany'}]}]"
266,272,Hartmut,Michel,1948-07-18,0000-00-00,West Germany (now Germany),DE,Ludwigsburg,,,,male,"[{'year': '1988', 'category': 'chemistry', 'share': '3', 'motivation': '""for the determination of the three-dimensional structure of a photosynthetic reaction centre""', 'affiliations': [{'name': 'Max-Planck-Institut für Biophysik', 'city': 'Frankfurt-on-the-Main', 'country': 'Germany'}]}]"
267,273,Sidney,Altman,1939-05-07,0000-00-00,Canada,CA,Montreal,,,,male,"[{'year': '1989', 'category': 'chemistry', 'share': '2', 'motivation': '""for their discovery of catalytic properties of RNA""', 'affiliations': [{'name': 'Yale University', 'city': 'New Haven, CT', 'country': 'USA'}]}]"
268,274,Thomas R.,Cech,1947-12-08,0000-00-00,USA,US,"Chicago, IL",,,,male,"[{'year': '1989', 'category': 'chemistry', 'share': '2', 'motivation': '""for their discovery of catalytic properties of RNA""', 'affiliations': [{'name': 'University of Colorado', 'city': 'Boulder, CO', 'country': 'USA'}]}]"
269,275,Elias James,Corey,1928-07-12,0000-00-00,USA,US,"Methuen, MA",,,,male,"[{'year': '1990', 'category': 'chemistry', 'share': '1', 'motivation': '""for his development of the theory and methodology of organic synthesis""', 'affiliations': [{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
270,276,Richard R.,Ernst,1933-08-14,2021-06-04,Switzerland,CH,Winterthur,Switzerland,CH,Winterthur,male,"[{'year': '1991', 'category': 'chemistry', 'share': '1', 'motivation': '""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""', 'affiliations': [{'name': 'Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology)', 'city': 'Zurich', 'country': 'Switzerland'}]}]"
271,277,Rudolph A.,Marcus,1923-07-21,0000-00-00,Canada,CA,Montreal,,,,male,"[{'year': '1992', 'category': 'chemistry', 'share': '1', 'motivation': '""for his contributions to the theory of electron transfer reactions in chemical systems""', 'affiliations': [{'name': 'California Institute of Technology (Caltech)', 'city': 'Pasadena, CA', 'country': 'USA'}]}]"
272,278,Kary B.,Mullis,1944-12-28,2019-08-07,USA,US,"Lenoir, NC",USA,US,"Newport Beach, CA",male,"[{'year': '1993', 'category': 'chemistry', 'overallMotivation': '""for contributions to the developments of methods within DNA-based chemistry""', 'share': '2', 'motivation': '""for his invention of the polymerase chain reaction (PCR) method""', 'affiliations': [[]]}]"
273,279,Michael,Smith,1932-04-26,2000-10-04,United Kingdom,GB,Blackpool,Canada,CA,Vancouver,male,"[{'year': '1993', 'category': 'chemistry', 'overallMotivation': '""for contributions to the developments of methods within DNA-based chemistry""', 'share': '2', 'motivation': '""for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies""', 'affiliations': [{'name': 'University of British Columbia', 'city': 'Vancouver', 'country': 'Canada'}]}]"
274,280,George A.,Olah,1927-05-22,2017-03-08,Hungary,HU,Budapest,USA,US,"Los Angeles, CA",male,"[{'year': '1994', 'category': 'chemistry', 'share': '1', 'motivation': '""for his contribution to carbocation chemistry""', 'affiliations': [{'name': 'University of Southern California', 'city': 'Los Angeles, CA', 'country': 'USA'}]}]"
275,281,Paul J.,Crutzen,1933-12-03,2021-01-28,the Netherlands,NL,Amsterdam,Germany,DE,Mainz,male,"[{'year': '1995', 'category': 'chemistry', 'share': '3', 'motivation': '""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""', 'affiliations': [{'name': 'Max-Planck-Institut für Chemie', 'city': 'Mainz', 'country': 'Germany'}]}]"
276,282,Mario J.,Molina,1943-03-19,2020-10-07,Mexico,MX,Mexico City,Mexico,MX,Mexico City,male,"[{'year': '1995', 'category': 'chemistry', 'share': '3', 'motivation': '""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""', 'affiliations': [{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
277,283,F. Sherwood,Rowland,1927-06-28,2012-03-10,USA,US,"Delaware, OH",USA,US,"Corona del Mar, CA",male,"[{'year': '1995', 'category': 'chemistry', 'share': '3', 'motivation': '""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""', 'affiliations': [{'name': 'University of California', 'city': 'Irvine, CA', 'country': 'USA'}]}]"
278,284,Robert F.,Curl Jr.,1933-08-23,0000-00-00,USA,US,"Alice, TX",,,,male,"[{'year': '1996', 'category': 'chemistry', 'share': '3', 'motivation': '""for their discovery of fullerenes""', 'affiliations': [{'name': 'Rice University', 'city': 'Houston, TX', 'country': 'USA'}]}]"
279,285,Sir Harold,Kroto,1939-10-07,2016-04-30,United Kingdom,GB,"Wisbech, Cambridgeshire ",United Kingdom,GB,"Lewes, East Sussex",male,"[{'year': '1996', 'category': 'chemistry', 'share': '3', 'motivation': '""for their discovery of fullerenes""', 'affiliations': [{'name': 'University of Sussex', 'city': 'Brighton', 'country': 'United Kingdom'}]}]"
280,286,Richard E.,Smalley,1943-06-06,2005-10-28,USA,US,"Akron, OH",USA,US,"Houston, TX",male,"[{'year': '1996', 'category': 'chemistry', 'share': '3', 'motivation': '""for their discovery of fullerenes""', 'affiliations': [{'name': 'Rice University', 'city': 'Houston, TX', 'country': 'USA'}]}]"
281,287,Paul D.,Boyer,1918-07-31,2018-06-02,USA,US,"Provo, UT",USA,US,"Los Angeles, CA",male,"[{'year': '1997', 'category': 'chemistry', 'share': '4', 'motivation': '""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""', 'affiliations': [{'name': 'University of California', 'city': 'Los Angeles, CA', 'country': 'USA'}]}]"
282,288,John E.,Walker,1941-01-07,0000-00-00,United Kingdom,GB,Halifax,,,,male,"[{'year': '1997', 'category': 'chemistry', 'share': '4', 'motivation': '""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""', 'affiliations': [{'name': 'MRC Laboratory of Molecular Biology', 'city': 'Cambridge', 'country': 'United Kingdom'}]}]"
283,289,Jens C.,Skou,1918-10-08,2018-05-28,Denmark,DK,Lemvig,Denmark,DK,Aarhus,male,"[{'year': '1997', 'category': 'chemistry', 'share': '2', 'motivation': '""for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase""', 'affiliations': [{'name': 'Aarhus University', 'city': 'Aarhus', 'country': 'Denmark'}]}]"
284,290,Walter,Kohn,1923-03-09,2016-04-19,Austria,AT,Vienna,USA,US,"Santa Barbara, CA",male,"[{'year': '1998', 'category': 'chemistry', 'share': '2', 'motivation': '""for his development of the density-functional theory""', 'affiliations': [{'name': 'University of California', 'city': 'Santa Barbara, CA', 'country': 'USA'}]}]"
285,291,John,Pople,1925-10-31,2004-03-15,United Kingdom,GB,Burnham-on-Sea,USA,US,"Chicago, IL",male,"[{'year': '1998', 'category': 'chemistry', 'share': '2', 'motivation': '""for his development of computational methods in quantum chemistry""', 'affiliations': [{'name': 'Northwestern University', 'city': 'Evanston, IL', 'country': 'USA'}]}]"
286,292,Ahmed,Zewail,1946-02-26,2016-08-02,Egypt,EG,Damanhur,USA,US,"Pasadena, CA",male,"[{'year': '1999', 'category': 'chemistry', 'share': '1', 'motivation': '""for his studies of the transition states of chemical reactions using femtosecond spectroscopy""', 'affiliations': [{'name': 'California Institute of Technology (Caltech)', 'city': 'Pasadena, CA', 'country': 'USA'}]}]"
287,293,Emil,von Behring,1854-03-15,1917-03-31,Prussia (now Poland),PL,Hansdorf (now Lawice),Germany,DE,Marburg,male,"[{'year': '1901', 'category': 'medicine', 'share': '1', 'motivation': '""for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths""', 'affiliations': [{'name': 'Marburg University', 'city': 'Marburg', 'country': 'Germany'}]}]"
288,294,Ronald,Ross,1857-05-13,1932-09-16,India,IN,Almora,United Kingdom,GB,Putney Heath,male,"[{'year': '1902', 'category': 'medicine', 'share': '1', 'motivation': '""for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it""', 'affiliations': [{'name': 'University College', 'city': 'Liverpool', 'country': 'United Kingdom'}]}]"
289,295,Niels Ryberg,Finsen,1860-12-15,1904-09-24,Faroe Islands (Denmark),DK,Thorshavn,Denmark,DK,Copenhagen,male,"[{'year': '1903', 'category': 'medicine', 'share': '1', 'motivation': '""in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science""', 'affiliations': [{'name': 'Finsen Medical Light Institute', 'city': 'Copenhagen', 'country': 'Denmark'}]}]"
290,296,Ivan,Pavlov,1849-09-14,1936-02-27,Russia,RU,Ryazan,Russia,RU,Leningrad,male,"[{'year': '1904', 'category': 'medicine', 'share': '1', 'motivation': '""in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged""', 'affiliations': [{'name': 'Military Medical Academy', 'city': 'St. Petersburg', 'country': 'Russia'}]}]"
291,297,Robert,Koch,1843-12-11,1910-05-27,Germany,DE,Clausthal (now Clausthal-Zellerfeld),Germany,DE,Baden-Baden,male,"[{'year': '1905', 'category': 'medicine', 'share': '1', 'motivation': '""for his investigations and discoveries in relation to tuberculosis""', 'affiliations': [{'name': 'Institute for Infectious Diseases', 'city': 'Berlin', 'country': 'Germany'}]}]"
292,298,Camillo,Golgi,1843-07-07,1926-01-21,Italy,IT,Corteno,Italy,IT,Pavia,male,"[{'year': '1906', 'category': 'medicine', 'share': '2', 'motivation': '""in recognition of their work on the structure of the nervous system""', 'affiliations': [{'name': 'Pavia University', 'city': 'Pavia', 'country': 'Italy'}]}]"
293,299,Santiago,Ramón y Cajal,1852-05-01,1934-10-17,Spain,ES,Petilla de Aragón,Spain,ES,Madrid,male,"[{'year': '1906', 'category': 'medicine', 'share': '2', 'motivation': '""in recognition of their work on the structure of the nervous system""', 'affiliations': [{'name': 'Madrid University', 'city': 'Madrid', 'country': 'Spain'}]}]"
294,300,Alphonse,Laveran,1845-06-18,1922-05-18,France,FR,Paris,France,FR,Paris,male,"[{'year': '1907', 'category': 'medicine', 'share': '1', 'motivation': '""in recognition of his work on the role played by protozoa in causing diseases""', 'affiliations': [{'name': 'Institut Pasteur', 'city': 'Paris', 'country': 'France'}]}]"
295,301,Ilya,Mechnikov,1845-05-15,1916-07-15,Russian Empire (now Ukraine),UA,Kharkov (now Kharkiv),France,FR,Paris,male,"[{'year': '1908', 'category': 'medicine', 'share': '2', 'motivation': '""in recognition of their work on immunity""', 'affiliations': [{'name': 'Institut Pasteur', 'city': 'Paris', 'country': 'France'}]}]"
296,302,Paul,Ehrlich,1854-03-14,1915-08-20,Prussia (now Poland),PL,Strehlen (now Strzelin),Germany,DE,Bad Homburg vor der Höhe,male,"[{'year': '1908', 'category': 'medicine', 'share': '2', 'motivation': '""in recognition of their work on immunity""', 'affiliations': [{'name': 'Goettingen University', 'city': 'Göttingen', 'country': 'Germany'}, {'name': 'Königliches Institut für experimentelle Therapie (Royal Institute for Experimental Therapy)', 'city': 'Frankfurt-on-the-Main', 'country': 'Germany'}]}]"
297,303,Theodor,Kocher,1841-08-25,1917-07-27,Switzerland,CH,Bern,Switzerland,CH,Bern,male,"[{'year': '1909', 'category': 'medicine', 'share': '1', 'motivation': '""for his work on the physiology, pathology and surgery of the thyroid gland""', 'affiliations': [{'name': 'Berne University', 'city': 'Bern', 'country': 'Switzerland'}]}]"
